subtype,variable,est,value,type,group
SIRD,bmi,freq,1799,Continuous,NA
SIRD,bmi,missing,0,Continuous,NA
SIRD,hba1c,mean,5.9660123966942145,Continuous,NA
SIRD,hba1c,sd,0.5405499209255861,Continuous,NA
SIRD,hba1c,median,5.9,Continuous,NA
SIRD,hba1c,q25,5.6,Continuous,NA
SIRD,hba1c,q75,6.3,Continuous,NA
SIRD,hba1c,min,4.2,Continuous,NA
SIRD,hba1c,max,9.6,Continuous,NA
SIRD,hba1c,freq,968,Continuous,NA
SIRD,hba1c,missing,831,Continuous,NA
SIRD,homa2b,mean,210.7377551020408,Continuous,NA
SIRD,homa2b,sd,57.34732383096455,Continuous,NA
SIRD,homa2b,median,209.9,Continuous,NA
SIRD,homa2b,q25,171,Continuous,NA
SIRD,homa2b,q75,255.85000000000002,Continuous,NA
SIRD,homa2b,min,45.1,Continuous,NA
SIRD,homa2b,max,300,Continuous,NA
SIRD,homa2b,freq,686,Continuous,NA
SIRD,homa2b,missing,1113,Continuous,NA
SIRD,homa2ir,mean,5.228772980407232,Continuous,NA
SIRD,homa2ir,sd,1.9418578939106041,Continuous,NA
SIRD,homa2ir,median,5.5865921787709505,Continuous,NA
SIRD,homa2ir,q25,3.6166721365277326,Continuous,NA
SIRD,homa2ir,q75,7.092198581560284,Continuous,NA
SIRD,homa2ir,min,0.45207956600361665,Continuous,NA
SIRD,homa2ir,max,8,Continuous,NA
SIRD,homa2ir,freq,686,Continuous,NA
SIRD,homa2ir,missing,1113,Continuous,NA
SIRD,sbp,mean,124.76844477196886,Continuous,NA
SIRD,sbp,sd,15.677636239152669,Continuous,NA
SIRD,sbp,median,123,Continuous,NA
SIRD,sbp,q25,114.66666666666667,Continuous,NA
SIRD,sbp,q75,133,Continuous,NA
SIRD,sbp,min,73.33333333333333,Continuous,NA
SIRD,sbp,max,211.33333333333334,Continuous,NA
SIRD,sbp,freq,1798,Continuous,NA
SIRD,sbp,missing,1,Continuous,NA
SIRD,dbp,mean,74.77679936967,Continuous,NA
SIRD,dbp,sd,10.123740843132916,Continuous,NA
SIRD,dbp,median,75,Continuous,NA
SIRD,dbp,q25,68.33333333333333,Continuous,NA
SIRD,dbp,q75,81,Continuous,NA
SIRD,dbp,min,40,Continuous,NA
SIRD,dbp,max,114.33333333333333,Continuous,NA
SIRD,dbp,freq,1798,Continuous,NA
SIRD,dbp,missing,1,Continuous,NA
SIRD,ldlc,mean,110.96085955487337,Continuous,NA
SIRD,ldlc,sd,32.20256789902507,Continuous,NA
SIRD,ldlc,median,109,Continuous,NA
SIRD,ldlc,q25,90,Continuous,NA
SIRD,ldlc,q75,130,Continuous,NA
SIRD,ldlc,min,30,Continuous,NA
SIRD,ldlc,max,250,Continuous,NA
SIRD,ldlc,freq,1303,Continuous,NA
SIRD,ldlc,missing,496,Continuous,NA
SIRD,hdlc,mean,45.57578065498858,Continuous,NA
SIRD,hdlc,sd,12.970907580583797,Continuous,NA
SIRD,hdlc,median,43,Continuous,NA
SIRD,hdlc,q25,36,Continuous,NA
SIRD,hdlc,q75,53,Continuous,NA
SIRD,hdlc,min,20,Continuous,NA
SIRD,hdlc,max,100,Continuous,NA
SIRD,hdlc,freq,1313,Continuous,NA
SIRD,hdlc,missing,486,Continuous,NA
SIRD,insulinf,mean,55.02763532763533,Continuous,NA
SIRD,insulinf,sd,26.985745798168562,Continuous,NA
SIRD,insulinf,median,52,Continuous,NA
SIRD,insulinf,q25,33,Continuous,NA
SIRD,insulinf,q75,76.25,Continuous,NA
SIRD,insulinf,min,3.9,Continuous,NA
SIRD,insulinf,max,100,Continuous,NA
SIRD,insulinf,freq,702,Continuous,NA
SIRD,insulinf,missing,1097,Continuous,NA
SIRD,glucosef,mean,105.05911879531511,Continuous,NA
SIRD,glucosef,sd,11.928444896990763,Continuous,NA
SIRD,glucosef,median,104,Continuous,NA
SIRD,glucosef,q25,98,Continuous,NA
SIRD,glucosef,q75,112,Continuous,NA
SIRD,glucosef,min,61.99999999999999,Continuous,NA
SIRD,glucosef,max,150,Continuous,NA
SIRD,glucosef,freq,1793,Continuous,NA
SIRD,glucosef,missing,6,Continuous,NA
SIRD,egfr,mean,72.22275635674465,Continuous,NA
SIRD,egfr,sd,16.855495021560042,Continuous,NA
SIRD,egfr,median,72.01299894600001,Continuous,NA
SIRD,egfr,q25,60.810781879,Continuous,NA
SIRD,egfr,q75,84.94435997775,Continuous,NA
SIRD,egfr,min,23.685773012,Continuous,NA
SIRD,egfr,max,120.4623192501172,Continuous,NA
SIRD,egfr,freq,352,Continuous,NA
SIRD,egfr,missing,1447,Continuous,NA
SIRD,tgl,mean,153.02284843869003,Continuous,NA
SIRD,tgl,sd,71.10682723895061,Continuous,NA
SIRD,tgl,median,134,Continuous,NA
SIRD,tgl,q25,96,Continuous,NA
SIRD,tgl,q75,197,Continuous,NA
SIRD,tgl,min,33,Continuous,NA
SIRD,tgl,max,300,Continuous,NA
SIRD,tgl,freq,1313,Continuous,NA
SIRD,tgl,missing,486,Continuous,NA
SIRD,tg_hdl,mean,3.8033693922952208,Continuous,NA
SIRD,tg_hdl,sd,2.4667580214286158,Continuous,NA
SIRD,tg_hdl,median,3.0789473684210527,Continuous,NA
SIRD,tg_hdl,q25,2.0285714285714285,Continuous,NA
SIRD,tg_hdl,q75,4.914285714285715,Continuous,NA
SIRD,tg_hdl,min,0.33,Continuous,NA
SIRD,tg_hdl,max,14.285714285714286,Continuous,NA
SIRD,tg_hdl,freq,1313,Continuous,NA
SIRD,tg_hdl,missing,486,Continuous,NA
Total,age,mean,58.10259817438842,Continuous,NA
Total,age,sd,10.691906042277115,Continuous,NA
Total,age,median,57.47,Continuous,NA
Total,age,q25,50,Continuous,NA
Total,age,q75,66,Continuous,NA
Total,age,min,20,Continuous,NA
Total,age,max,100,Continuous,NA
Total,age,freq,73274,Continuous,NA
Total,age,missing,0,Continuous,NA
Total,dmagediag,mean,59.90691904932287,Continuous,NA
Total,dmagediag,sd,9.897345577620577,Continuous,NA
Total,dmagediag,median,59.04383561643836,Continuous,NA
Total,dmagediag,q25,52.5013698630137,Continuous,NA
Total,dmagediag,q75,67.02739726027397,Continuous,NA
Total,dmagediag,min,32,Continuous,NA
Total,dmagediag,max,100,Continuous,NA
Total,dmagediag,freq,16501,Continuous,NA
Total,dmagediag,missing,56773,Continuous,NA
Total,bmi,mean,31.2105433974582,Continuous,NA
Total,bmi,sd,6.569441925706898,Continuous,NA
Total,bmi,median,30.06012257323396,Continuous,NA
Total,bmi,q25,26.516947066308077,Continuous,NA
Total,bmi,q75,34.797747061516596,Continuous,NA
Total,bmi,min,16.068204824,Continuous,NA
Total,bmi,max,65,Continuous,NA
Total,bmi,freq,73252,Continuous,NA
Total,bmi,missing,22,Continuous,NA
Total,hba1c,mean,5.654340698340011,Continuous,NA
Total,hba1c,sd,0.49304896038510176,Continuous,NA
Total,hba1c,median,5.6,Continuous,NA
Total,hba1c,q25,5.4,Continuous,NA
Total,hba1c,q75,5.9,Continuous,NA
Total,hba1c,min,4,Continuous,NA
Total,hba1c,max,14,Continuous,NA
Total,hba1c,freq,43675,Continuous,NA
Total,hba1c,missing,29599,Continuous,NA
Total,homa2b,mean,142.54622144607498,Continuous,NA
Total,homa2b,sd,60.86118331928468,Continuous,NA
Total,homa2b,median,130.3,Continuous,NA
Total,homa2b,q25,98.5,Continuous,NA
Total,homa2b,q75,174.2,Continuous,NA
Total,homa2b,min,10.1,Continuous,NA
Total,homa2b,max,300,Continuous,NA
Total,homa2b,freq,35503,Continuous,NA
Total,homa2b,missing,37771,Continuous,NA
Total,homa2ir,mean,2.6205060808033096,Continuous,NA
Total,homa2ir,sd,1.6734116659272178,Continuous,NA
Total,homa2ir,median,2.197802197802198,Continuous,NA
Total,homa2ir,q25,1.371742112482853,Continuous,NA
Total,homa2ir,q75,3.4364261168384878,Continuous,NA
Total,homa2ir,min,0.3469812630117974,Continuous,NA
Total,homa2ir,max,10,Continuous,NA
Total,homa2ir,freq,35503,Continuous,NA
Total,homa2ir,missing,37771,Continuous,NA
Total,sbp,mean,119.91380524662698,Continuous,NA
Total,sbp,sd,17.53310525234627,Continuous,NA
Total,sbp,median,119,Continuous,NA
Total,sbp,q25,110,Continuous,NA
Total,sbp,q75,130,Continuous,NA
Total,sbp,min,70,Continuous,NA
Total,sbp,max,220,Continuous,NA
Total,sbp,freq,73228,Continuous,NA
Total,sbp,missing,46,Continuous,NA
Total,dbp,mean,75.05397638862335,Continuous,NA
Total,dbp,sd,12.456860993846455,Continuous,NA
Total,dbp,median,74,Continuous,NA
Total,dbp,q25,67.66666666666667,Continuous,NA
Total,dbp,q75,80.66666666666667,Continuous,NA
Total,dbp,min,40,Continuous,NA
Total,dbp,max,130,Continuous,NA
Total,dbp,freq,73226,Continuous,NA
Total,dbp,missing,48,Continuous,NA
Total,ldlc,mean,114.8105974748981,Continuous,NA
Total,ldlc,sd,31.922809530384946,Continuous,NA
Total,ldlc,median,113,Continuous,NA
Total,ldlc,q25,93,Continuous,NA
Total,ldlc,q75,135,Continuous,NA
Total,ldlc,min,30,Continuous,NA
Total,ldlc,max,250,Continuous,NA
Total,ldlc,freq,50295,Continuous,NA
Total,ldlc,missing,22979,Continuous,NA
Total,hdlc,mean,52.35266892628491,Continuous,NA
Total,hdlc,sd,14.824697061855913,Continuous,NA
Total,hdlc,median,50,Continuous,NA
Total,hdlc,q25,42,Continuous,NA
Total,hdlc,q75,61,Continuous,NA
Total,hdlc,min,10,Continuous,NA
Total,hdlc,max,100,Continuous,NA
Total,hdlc,freq,50451,Continuous,NA
Total,hdlc,missing,22823,Continuous,NA
Total,insulinf,mean,24.36631850401056,Continuous,NA
Total,insulinf,sd,18.1430680577396,Continuous,NA
Total,insulinf,median,19.4,Continuous,NA
Total,insulinf,q25,12,Continuous,NA
Total,insulinf,q75,30.9,Continuous,NA
Total,insulinf,min,2,Continuous,NA
Total,insulinf,max,100,Continuous,NA
Total,insulinf,freq,35740,Continuous,NA
Total,insulinf,missing,37534,Continuous,NA
Total,glucosef,mean,100.50400121207113,Continuous,NA
Total,glucosef,sd,11.520295095203716,Continuous,NA
Total,glucosef,median,100,Continuous,NA
Total,glucosef,q25,93,Continuous,NA
Total,glucosef,q75,107,Continuous,NA
Total,glucosef,min,50,Continuous,NA
Total,glucosef,max,150,Continuous,NA
Total,glucosef,freq,72603,Continuous,NA
Total,glucosef,missing,671,Continuous,NA
Total,egfr,mean,83.56942653150004,Continuous,NA
Total,egfr,sd,21.25678470178777,Continuous,NA
Total,egfr,median,82.31239261789305,Continuous,NA
Total,egfr,q25,69.50635799225,Continuous,NA
Total,egfr,q75,96.9,Continuous,NA
Total,egfr,min,5,Continuous,NA
Total,egfr,max,150,Continuous,NA
Total,egfr,freq,14516,Continuous,NA
Total,egfr,missing,58758,Continuous,NA
Total,tgl,mean,121.85017342186106,Continuous,NA
Total,tgl,sd,62.49756432975221,Continuous,NA
Total,tgl,median,107,Continuous,NA
Total,tgl,q25,75,Continuous,NA
Total,tgl,q75,152,Continuous,NA
Total,tgl,min,30,Continuous,NA
Total,tgl,max,300,Continuous,NA
Total,tgl,freq,50455,Continuous,NA
Total,tgl,missing,22819,Continuous,NA
Total,tg_hdl,mean,2.6804091888306973,Continuous,NA
Total,tg_hdl,sd,1.9412332810715804,Continuous,NA
Total,tg_hdl,median,2.125,Continuous,NA
Total,tg_hdl,q25,1.3333333333333333,Continuous,NA
Total,tg_hdl,q75,3.4096736596736594,Continuous,NA
Total,tg_hdl,min,0.3,Continuous,NA
Total,tg_hdl,max,30,Continuous,NA
Total,tg_hdl,freq,50451,Continuous,NA
Total,tg_hdl,missing,22823,Continuous,NA
MARD,female,proportion,57.20524017467249,Proportion,NA
MARD,female,freq,5496,Proportion,NA
MARD,female,missing,0,Proportion,NA
MOD,female,proportion,72.69413454103612,Proportion,NA
MOD,female,freq,9053,Proportion,NA
MOD,female,missing,0,Proportion,NA
NOT2D,female,proportion,63.0634280379758,Proportion,NA
NOT2D,female,freq,56773,Proportion,NA
NOT2D,female,missing,0,Proportion,NA
SIDD,female,proportion,26.797385620915033,Proportion,NA
SIDD,female,freq,153,Proportion,NA
SIDD,female,missing,0,Proportion,NA
SIRD,female,proportion,55.97554196775987,Proportion,NA
SIRD,female,freq,1799,Proportion,NA
SIRD,female,missing,0,Proportion,NA
Total,female,proportion,63.564156453858125,Proportion,NA
Total,female,freq,73274,Proportion,NA
Total,female,missing,0,Proportion,NA
MARD,study,proportion,0.61863173216885,Grouped,cardia
MARD,study,freq,34,Grouped,cardia
MARD,study,proportion,91.95778748180494,Grouped,dppos
MARD,study,freq,5054,Grouped,dppos
MARD,study,proportion,2.6564774381368266,Grouped,jhs
MARD,study,freq,146,Grouped,jhs
MARD,study,proportion,4.767103347889374,Grouped,mesa
MARD,study,freq,262,Grouped,mesa
MOD,study,proportion,2.1097978570639566,Grouped,cardia
MOD,study,freq,191,Grouped,cardia
MOD,study,proportion,94.15663316027836,Grouped,dppos
MOD,study,freq,8524,Grouped,dppos
MOD,study,proportion,3.1591737545565004,Grouped,jhs
MOD,study,freq,286,Grouped,jhs
MOD,study,proportion,0.5743952281011819,Grouped,mesa
MOD,study,freq,52,Grouped,mesa
NOT2D,study,proportion,10.265443080337484,Grouped,cardia
NOT2D,study,freq,5828,Grouped,cardia
NOT2D,study,proportion,60.514681274549524,Grouped,dppos
NOT2D,study,freq,34356,Grouped,dppos
NOT2D,study,proportion,6.027513078399943,Grouped,jhs
NOT2D,study,freq,3422,Grouped,jhs
NOT2D,study,proportion,23.19236256671305,Grouped,mesa
NOT2D,study,freq,13167,Grouped,mesa
SIDD,study,proportion,7.8431372549019605,Grouped,cardia
SIDD,study,freq,12,Grouped,cardia
SIDD,study,proportion,50.326797385620914,Grouped,dppos
SIDD,study,freq,77,Grouped,dppos
SIDD,study,proportion,15.686274509803921,Grouped,jhs
SIDD,study,freq,24,Grouped,jhs
SIDD,study,proportion,26.143790849673202,Grouped,mesa
SIDD,study,freq,40,Grouped,mesa
SIRD,study,proportion,60.70038910505836,Grouped,dppos
SIRD,study,freq,1092,Grouped,dppos
SIRD,study,proportion,0.16675931072818231,Grouped,jhs
SIRD,study,freq,3,Grouped,jhs
SIRD,study,proportion,39.132851584213455,Grouped,mesa
SIRD,study,freq,704,Grouped,mesa
Total,study,proportion,8.277151513497284,Grouped,cardia
Total,study,freq,6065,Grouped,cardia
Total,study,proportion,67.01285585610175,Grouped,dppos
Total,study,freq,49103,Grouped,dppos
Total,study,proportion,5.296558124300571,Grouped,jhs
Total,study,freq,3881,Grouped,jhs
Total,study,proportion,19.41343450610039,Grouped,mesa
Total,study,freq,14225,Grouped,mesa
MARD,race,proportion,15.029112081513828,Grouped,Hispanic
MARD,race,freq,826,Grouped,Hispanic
MARD,race,proportion,21.451965065502183,Grouped,NH Black
MARD,race,freq,1179,Grouped,NH Black
MARD,race,proportion,7.114264919941776,Grouped,NH Other
MARD,race,freq,391,Grouped,NH Other
MARD,race,proportion,55.02183406113537,Grouped,NH White
MARD,race,freq,3024,Grouped,NH White
MARD,race,proportion,1.3828238719068413,Grouped,Other
MARD,race,freq,76,Grouped,Other
MOD,race,proportion,15.066828675577156,Grouped,Hispanic
MOD,race,freq,1364,Grouped,Hispanic
MOD,race,proportion,29.60344637136861,Grouped,NH Black
MOD,race,freq,2680,Grouped,NH Black
MOD,race,proportion,4.131227217496963,Grouped,NH Other
MOD,race,freq,374,Grouped,NH Other
MOD,race,proportion,51.1543134872418,Grouped,NH White
MOD,race,freq,4631,Grouped,NH White
MOD,race,proportion,0.04418424831547553,Grouped,Other
MOD,race,freq,4,Grouped,Other
NOT2D,race,proportion,13.981998485195428,Grouped,Hispanic
NOT2D,race,freq,7938,Grouped,Hispanic
NOT2D,race,proportion,26.102196466630264,Grouped,NH Black
NOT2D,race,freq,14819,Grouped,NH Black
NOT2D,race,proportion,3.0630757578426366,Grouped,NH Other
NOT2D,race,freq,1739,Grouped,NH Other
NOT2D,race,proportion,54.22648089760978,Grouped,NH White
NOT2D,race,freq,30786,Grouped,NH White
NOT2D,race,proportion,2.6262483927218923,Grouped,Other
NOT2D,race,freq,1491,Grouped,Other
SIDD,race,proportion,58.169934640522875,Grouped,Hispanic
SIDD,race,freq,89,Grouped,Hispanic
SIDD,race,proportion,33.333333333333336,Grouped,NH Black
SIDD,race,freq,51,Grouped,NH Black
SIDD,race,proportion,5.882352941176471,Grouped,NH White
SIDD,race,freq,9,Grouped,NH White
SIDD,race,proportion,2.6143790849673203,Grouped,Other
SIDD,race,freq,4,Grouped,Other
SIRD,race,proportion,22.06781545302946,Grouped,Hispanic
SIRD,race,freq,397,Grouped,Hispanic
SIRD,race,proportion,22.290161200667036,Grouped,NH Black
SIRD,race,freq,401,Grouped,NH Black
SIRD,race,proportion,3.168426903835464,Grouped,NH Other
SIRD,race,freq,57,Grouped,NH Other
SIRD,race,proportion,46.97053918843802,Grouped,NH White
SIRD,race,freq,845,Grouped,NH White
SIRD,race,proportion,5.503057254030017,Grouped,Other
SIRD,race,freq,99,Grouped,Other
Total,race,proportion,14.485356333760953,Grouped,Hispanic
Total,race,freq,10614,Grouped,Hispanic
Total,race,proportion,26.107486966727624,Grouped,NH Black
Total,race,freq,19130,Grouped,NH Black
Total,race,proportion,3.4951005813794795,Grouped,NH Other
Total,race,freq,2561,Grouped,NH Other
Total,race,proportion,53.627480415972926,Grouped,NH White
Total,race,freq,39295,Grouped,NH White
Total,race,proportion,2.2845757021590196,Grouped,Other
Total,race,freq,1674,Grouped,Other
