subtype,variable,est,value,type,group
SIRD,age,freq,241,Continuous,NA
SIRD,age,missing,0,Continuous,NA
SIRD,dmagediag,mean,66.31485249815267,Continuous,NA
SIRD,dmagediag,sd,9.698057533954131,Continuous,NA
SIRD,dmagediag,median,65.01095890410959,Continuous,NA
SIRD,dmagediag,q25,59.602739726027394,Continuous,NA
SIRD,dmagediag,q75,73,Continuous,NA
SIRD,dmagediag,min,40.032876712328765,Continuous,NA
SIRD,dmagediag,max,90,Continuous,NA
SIRD,dmagediag,freq,241,Continuous,NA
SIRD,dmagediag,missing,0,Continuous,NA
SIRD,bmi,mean,33.2069430615419,Continuous,NA
SIRD,bmi,sd,6.054307848460256,Continuous,NA
SIRD,bmi,median,32.52486662471222,Continuous,NA
SIRD,bmi,q25,29.035383741521603,Continuous,NA
SIRD,bmi,q75,37.071352211,Continuous,NA
SIRD,bmi,min,20.173719675,Continuous,NA
SIRD,bmi,max,59.33303582295427,Continuous,NA
SIRD,bmi,freq,241,Continuous,NA
SIRD,bmi,missing,0,Continuous,NA
SIRD,hba1c,mean,6.4427385892116185,Continuous,NA
SIRD,hba1c,sd,0.612541809903347,Continuous,NA
SIRD,hba1c,median,6.5,Continuous,NA
SIRD,hba1c,q25,6.1,Continuous,NA
SIRD,hba1c,q75,6.7,Continuous,NA
SIRD,hba1c,min,5,Continuous,NA
SIRD,hba1c,max,9.6,Continuous,NA
SIRD,hba1c,freq,241,Continuous,NA
SIRD,hba1c,missing,0,Continuous,NA
SIRD,homa2b,mean,243.58164251207728,Continuous,NA
SIRD,homa2b,sd,50.38562700750625,Continuous,NA
SIRD,homa2b,median,249.8,Continuous,NA
SIRD,homa2b,q25,203.2,Continuous,NA
SIRD,homa2b,q75,299,Continuous,NA
SIRD,homa2b,min,120,Continuous,NA
SIRD,homa2b,max,300,Continuous,NA
SIRD,homa2b,freq,207,Continuous,NA
SIRD,homa2b,missing,34,Continuous,NA
SIRD,homa2ir,mean,7.022057500576897,Continuous,NA
SIRD,homa2ir,sd,0.6364413730036829,Continuous,NA
SIRD,homa2ir,median,7.1942446043165464,Continuous,NA
SIRD,homa2ir,q25,6.896551724137931,Continuous,NA
SIRD,homa2ir,q75,7.407407407407407,Continuous,NA
SIRD,homa2ir,min,4.464285714285714,Continuous,NA
SIRD,homa2ir,max,8,Continuous,NA
SIRD,homa2ir,freq,207,Continuous,NA
SIRD,homa2ir,missing,34,Continuous,NA
SIRD,sbp,mean,124.38865836791148,Continuous,NA
SIRD,sbp,sd,18.587821592971917,Continuous,NA
SIRD,sbp,median,121.66666666666667,Continuous,NA
SIRD,sbp,q25,112.66666666666667,Continuous,NA
SIRD,sbp,q75,134,Continuous,NA
SIRD,sbp,min,73.33333333333333,Continuous,NA
SIRD,sbp,max,200,Continuous,NA
SIRD,sbp,freq,241,Continuous,NA
SIRD,sbp,missing,0,Continuous,NA
SIRD,dbp,mean,70.0774550484094,Continuous,NA
SIRD,dbp,sd,10.578345008831223,Continuous,NA
SIRD,dbp,median,70,Continuous,NA
SIRD,dbp,q25,62,Continuous,NA
SIRD,dbp,q75,77,Continuous,NA
SIRD,dbp,min,40,Continuous,NA
SIRD,dbp,max,102,Continuous,NA
SIRD,dbp,freq,241,Continuous,NA
SIRD,dbp,missing,0,Continuous,NA
SIRD,ldlc,mean,101.19665271966527,Continuous,NA
SIRD,ldlc,sd,33.73486323007697,Continuous,NA
SIRD,ldlc,median,99,Continuous,NA
SIRD,ldlc,q25,77,Continuous,NA
SIRD,ldlc,q75,121,Continuous,NA
SIRD,ldlc,min,30,Continuous,NA
SIRD,ldlc,max,226,Continuous,NA
SIRD,ldlc,freq,239,Continuous,NA
SIRD,ldlc,missing,2,Continuous,NA
SIRD,hdlc,mean,47.7551867219917,Continuous,NA
SIRD,hdlc,sd,13.301089556968241,Continuous,NA
SIRD,hdlc,median,45,Continuous,NA
SIRD,hdlc,q25,38,Continuous,NA
SIRD,hdlc,q75,54,Continuous,NA
SIRD,hdlc,min,23,Continuous,NA
SIRD,hdlc,max,100,Continuous,NA
SIRD,hdlc,freq,241,Continuous,NA
SIRD,hdlc,missing,0,Continuous,NA
SIRD,insulinf,mean,82.87522522522522,Continuous,NA
SIRD,insulinf,sd,17.094559180305104,Continuous,NA
SIRD,insulinf,median,84.45,Continuous,NA
SIRD,insulinf,q25,67,Continuous,NA
SIRD,insulinf,q75,100,Continuous,NA
SIRD,insulinf,min,42,Continuous,NA
SIRD,insulinf,max,100,Continuous,NA
SIRD,insulinf,freq,222,Continuous,NA
SIRD,insulinf,missing,19,Continuous,NA
SIRD,glucosef,mean,113.69709543568464,Continuous,NA
SIRD,glucosef,sd,18.24016721035439,Continuous,NA
SIRD,glucosef,median,112,Continuous,NA
SIRD,glucosef,q25,100,Continuous,NA
SIRD,glucosef,q75,127,Continuous,NA
SIRD,glucosef,min,61.99999999999999,Continuous,NA
SIRD,glucosef,max,150,Continuous,NA
SIRD,glucosef,freq,241,Continuous,NA
SIRD,glucosef,missing,0,Continuous,NA
SIRD,egfr_ckdepi_2021,mean,82.40127890483836,Continuous,NA
SIRD,egfr_ckdepi_2021,sd,18.633296944768905,Continuous,NA
SIRD,egfr_ckdepi_2021,median,86.11093835514717,Continuous,NA
SIRD,egfr_ckdepi_2021,q25,70.44665773560999,Continuous,NA
SIRD,egfr_ckdepi_2021,q75,97.14055349329666,Continuous,NA
SIRD,egfr_ckdepi_2021,min,23.391832564093637,Continuous,NA
SIRD,egfr_ckdepi_2021,max,117.56068952367451,Continuous,NA
SIRD,egfr_ckdepi_2021,freq,238,Continuous,NA
SIRD,egfr_ckdepi_2021,missing,3,Continuous,NA
SIRD,tgl,mean,138.61825726141078,Continuous,NA
SIRD,tgl,sd,63.656528850413615,Continuous,NA
SIRD,tgl,median,127,Continuous,NA
SIRD,tgl,q25,92,Continuous,NA
SIRD,tgl,q75,164,Continuous,NA
SIRD,tgl,min,42,Continuous,NA
SIRD,tgl,max,300,Continuous,NA
SIRD,tgl,freq,241,Continuous,NA
SIRD,tgl,missing,0,Continuous,NA
SIRD,tg_hdl,mean,3.288027969818136,Continuous,NA
SIRD,tg_hdl,sd,2.201601209947661,Continuous,NA
SIRD,tg_hdl,median,2.8076923076923075,Continuous,NA
SIRD,tg_hdl,q25,1.8888888888888888,Continuous,NA
SIRD,tg_hdl,q75,3.8974358974358974,Continuous,NA
SIRD,tg_hdl,min,0.44,Continuous,NA
SIRD,tg_hdl,max,13.043478260869565,Continuous,NA
SIRD,tg_hdl,freq,241,Continuous,NA
SIRD,tg_hdl,missing,0,Continuous,NA
Total,age,mean,60.850049117125344,Continuous,NA
Total,age,sd,11.456843742390738,Continuous,NA
Total,age,median,59,Continuous,NA
Total,age,q25,52.06,Continuous,NA
Total,age,q75,69,Continuous,NA
Total,age,min,25,Continuous,NA
Total,age,max,100,Continuous,NA
Total,age,freq,9661,Continuous,NA
Total,age,missing,0,Continuous,NA
Total,dmagediag,mean,59.03874730436453,Continuous,NA
Total,dmagediag,sd,10.575299194830055,Continuous,NA
Total,dmagediag,median,57.99452054794521,Continuous,NA
Total,dmagediag,q25,51.035616438356165,Continuous,NA
Total,dmagediag,q75,66.24109589041096,Continuous,NA
Total,dmagediag,min,32,Continuous,NA
Total,dmagediag,max,100,Continuous,NA
Total,dmagediag,freq,1569,Continuous,NA
Total,dmagediag,missing,8092,Continuous,NA
Total,bmi,mean,30.214751205525065,Continuous,NA
Total,bmi,sd,6.696550286581539,Continuous,NA
Total,bmi,median,29.074538642,Continuous,NA
Total,bmi,q25,25.474605444,Continuous,NA
Total,bmi,q75,33.785101929,Continuous,NA
Total,bmi,min,16.691072283,Continuous,NA
Total,bmi,max,65,Continuous,NA
Total,bmi,freq,9661,Continuous,NA
Total,bmi,missing,0,Continuous,NA
Total,hba1c,mean,5.702101231756547,Continuous,NA
Total,hba1c,sd,0.5492030123344934,Continuous,NA
Total,hba1c,median,5.7,Continuous,NA
Total,hba1c,q25,5.4,Continuous,NA
Total,hba1c,q75,6,Continuous,NA
Total,hba1c,min,4,Continuous,NA
Total,hba1c,max,14,Continuous,NA
Total,hba1c,freq,9661,Continuous,NA
Total,hba1c,missing,0,Continuous,NA
Total,homa2b,mean,162.34767508282874,Continuous,NA
Total,homa2b,sd,81.71678064472616,Continuous,NA
Total,homa2b,median,142.7,Continuous,NA
Total,homa2b,q25,91.9,Continuous,NA
Total,homa2b,q75,231.9,Continuous,NA
Total,homa2b,min,10.1,Continuous,NA
Total,homa2b,max,300,Continuous,NA
Total,homa2b,freq,8753,Continuous,NA
Total,homa2b,missing,908,Continuous,NA
Total,homa2ir,mean,3.069592924003691,Continuous,NA
Total,homa2ir,sd,2.1882706920535524,Continuous,NA
Total,homa2ir,median,2.457002457002457,Continuous,NA
Total,homa2ir,q25,1.194743130227001,Continuous,NA
Total,homa2ir,q75,4.62962962962963,Continuous,NA
Total,homa2ir,min,0.3469812630117974,Continuous,NA
Total,homa2ir,max,10,Continuous,NA
Total,homa2ir,freq,8753,Continuous,NA
Total,homa2ir,missing,908,Continuous,NA
Total,sbp,mean,116.39780302685166,Continuous,NA
Total,sbp,sd,23.15914795987258,Continuous,NA
Total,sbp,median,117.66666666666667,Continuous,NA
Total,sbp,q25,104.66666666666667,Continuous,NA
Total,sbp,q75,130.66666666666666,Continuous,NA
Total,sbp,min,70,Continuous,NA
Total,sbp,max,220,Continuous,NA
Total,sbp,freq,9658,Continuous,NA
Total,sbp,missing,3,Continuous,NA
Total,dbp,mean,78.41342891903085,Continuous,NA
Total,dbp,sd,18.877179645449186,Continuous,NA
Total,dbp,median,74,Continuous,NA
Total,dbp,q25,66,Continuous,NA
Total,dbp,q75,84,Continuous,NA
Total,dbp,min,40,Continuous,NA
Total,dbp,max,130,Continuous,NA
Total,dbp,freq,9658,Continuous,NA
Total,dbp,missing,3,Continuous,NA
Total,ldlc,mean,112.0561502938707,Continuous,NA
Total,ldlc,sd,32.52306988096742,Continuous,NA
Total,ldlc,median,110,Continuous,NA
Total,ldlc,q25,89,Continuous,NA
Total,ldlc,q75,132,Continuous,NA
Total,ldlc,min,30,Continuous,NA
Total,ldlc,max,250,Continuous,NA
Total,ldlc,freq,9528,Continuous,NA
Total,ldlc,missing,133,Continuous,NA
Total,hdlc,mean,56.15082104382387,Continuous,NA
Total,hdlc,sd,16.153514702510616,Continuous,NA
Total,hdlc,median,54,Continuous,NA
Total,hdlc,q25,44,Continuous,NA
Total,hdlc,q75,65,Continuous,NA
Total,hdlc,min,14,Continuous,NA
Total,hdlc,max,100,Continuous,NA
Total,hdlc,freq,9561,Continuous,NA
Total,hdlc,missing,100,Continuous,NA
Total,insulinf,mean,30.661787531098597,Continuous,NA
Total,insulinf,sd,25.823362607448374,Continuous,NA
Total,insulinf,median,22.166666667,Continuous,NA
Total,insulinf,q25,10.666666667,Continuous,NA
Total,insulinf,q75,43,Continuous,NA
Total,insulinf,min,2,Continuous,NA
Total,insulinf,max,100,Continuous,NA
Total,insulinf,freq,8977,Continuous,NA
Total,insulinf,missing,684,Continuous,NA
Total,glucosef,mean,98.83945528540123,Continuous,NA
Total,glucosef,sd,14.088288908238296,Continuous,NA
Total,glucosef,median,96,Continuous,NA
Total,glucosef,q25,89,Continuous,NA
Total,glucosef,q75,105,Continuous,NA
Total,glucosef,min,50,Continuous,NA
Total,glucosef,max,150,Continuous,NA
Total,glucosef,freq,9583,Continuous,NA
Total,glucosef,missing,78,Continuous,NA
Total,egfr_ckdepi_2021,mean,86.80932364703857,Continuous,NA
Total,egfr_ckdepi_2021,sd,17.003696804711158,Continuous,NA
Total,egfr_ckdepi_2021,median,89.3882825421137,Continuous,NA
Total,egfr_ckdepi_2021,q25,76.4440699531734,Continuous,NA
Total,egfr_ckdepi_2021,q75,99.94278010714875,Continuous,NA
Total,egfr_ckdepi_2021,min,3.2054887178549225,Continuous,NA
Total,egfr_ckdepi_2021,max,126.723344470448,Continuous,NA
Total,egfr_ckdepi_2021,freq,8067,Continuous,NA
Total,egfr_ckdepi_2021,missing,1594,Continuous,NA
Total,tgl,mean,110.11911733946873,Continuous,NA
Total,tgl,sd,56.647447467712915,Continuous,NA
Total,tgl,median,96,Continuous,NA
Total,tgl,q25,69,Continuous,NA
Total,tgl,q75,134,Continuous,NA
Total,tgl,min,30,Continuous,NA
Total,tgl,max,300,Continuous,NA
Total,tgl,freq,9562,Continuous,NA
Total,tgl,missing,99,Continuous,NA
Total,tg_hdl,mean,2.2753938095618222,Continuous,NA
Total,tg_hdl,sd,1.6939557896969921,Continuous,NA
Total,tg_hdl,median,1.7818181818181817,Continuous,NA
Total,tg_hdl,q25,1.12,Continuous,NA
Total,tg_hdl,q75,2.8684210526315788,Continuous,NA
Total,tg_hdl,min,0.3,Continuous,NA
Total,tg_hdl,max,21.428571428571427,Continuous,NA
Total,tg_hdl,freq,9561,Continuous,NA
Total,tg_hdl,missing,100,Continuous,NA
MARD,female,proportion,54.166666666666664,Proportion,NA
MARD,female,freq,456,Proportion,NA
MARD,female,missing,0,Proportion,NA
MARD,med_bp_use,proportion,21.49122807017544,Proportion,NA
MARD,med_bp_use,freq,456,Proportion,NA
MARD,med_bp_use,missing,0,Proportion,NA
MARD,med_dep_use,proportion,4.385964912280701,Proportion,NA
MARD,med_dep_use,freq,456,Proportion,NA
MARD,med_dep_use,missing,0,Proportion,NA
MARD,med_chol_use,proportion,16.228070175438596,Proportion,NA
MARD,med_chol_use,freq,456,Proportion,NA
MARD,med_chol_use,missing,0,Proportion,NA
MOD,female,proportion,72.1563981042654,Proportion,NA
MOD,female,freq,844,Proportion,NA
MOD,female,missing,0,Proportion,NA
MOD,med_bp_use,proportion,15.284360189573459,Proportion,NA
MOD,med_bp_use,freq,844,Proportion,NA
MOD,med_bp_use,missing,0,Proportion,NA
MOD,med_dep_use,proportion,9.95260663507109,Proportion,NA
MOD,med_dep_use,freq,844,Proportion,NA
MOD,med_dep_use,missing,0,Proportion,NA
MOD,med_chol_use,proportion,15.995260663507107,Proportion,NA
MOD,med_chol_use,freq,844,Proportion,NA
MOD,med_chol_use,missing,0,Proportion,NA
NOT2D,female,proportion,58.35392980721701,Proportion,NA
NOT2D,female,freq,8092,Proportion,NA
NOT2D,female,missing,0,Proportion,NA
NOT2D,med_bp_use,proportion,52.54572417202175,Proportion,NA
NOT2D,med_bp_use,freq,8092,Proportion,NA
NOT2D,med_bp_use,missing,0,Proportion,NA
NOT2D,med_dep_use,proportion,30.326248146317354,Proportion,NA
NOT2D,med_dep_use,freq,8092,Proportion,NA
NOT2D,med_dep_use,missing,0,Proportion,NA
NOT2D,med_chol_use,proportion,44.94562530894711,Proportion,NA
NOT2D,med_chol_use,freq,8092,Proportion,NA
NOT2D,med_chol_use,missing,0,Proportion,NA
SIDD,female,proportion,39.285714285714285,Proportion,NA
SIDD,female,freq,28,Proportion,NA
SIDD,female,missing,0,Proportion,NA
SIDD,med_bp_use,proportion,60.71428571428571,Proportion,NA
SIDD,med_bp_use,freq,28,Proportion,NA
SIDD,med_bp_use,missing,0,Proportion,NA
SIDD,med_dep_use,proportion,17.857142857142858,Proportion,NA
SIDD,med_dep_use,freq,28,Proportion,NA
SIDD,med_dep_use,missing,0,Proportion,NA
SIDD,med_chol_use,proportion,42.857142857142854,Proportion,NA
SIDD,med_chol_use,freq,28,Proportion,NA
SIDD,med_chol_use,missing,0,Proportion,NA
SIRD,female,proportion,58.09128630705395,Proportion,NA
SIRD,female,freq,241,Proportion,NA
SIRD,female,missing,0,Proportion,NA
SIRD,med_bp_use,proportion,50.20746887966805,Proportion,NA
SIRD,med_bp_use,freq,241,Proportion,NA
SIRD,med_bp_use,missing,0,Proportion,NA
SIRD,med_dep_use,proportion,8.29875518672199,Proportion,NA
SIRD,med_dep_use,freq,241,Proportion,NA
SIRD,med_dep_use,missing,0,Proportion,NA
SIRD,med_chol_use,proportion,37.75933609958506,Proportion,NA
SIRD,med_chol_use,freq,241,Proportion,NA
SIRD,med_chol_use,missing,0,Proportion,NA
Total,female,proportion,59.30027947417451,Proportion,NA
Total,female,freq,9661,Proportion,NA
Total,female,missing,0,Proportion,NA
Total,med_bp_use,proportion,47.79008384225236,Proportion,NA
Total,med_bp_use,freq,9661,Proportion,NA
Total,med_bp_use,missing,0,Proportion,NA
Total,med_dep_use,proportion,26.73636269537315,Proportion,NA
Total,med_dep_use,freq,9661,Proportion,NA
Total,med_dep_use,missing,0,Proportion,NA
Total,med_chol_use,proportion,40.8756857468171,Proportion,NA
Total,med_chol_use,freq,9661,Proportion,NA
Total,med_chol_use,missing,0,Proportion,NA
MARD,study,proportion,3.289473684210526,Grouped,cardia
MARD,study,freq,15,Grouped,cardia
MARD,study,proportion,69.73684210526316,Grouped,dppos
MARD,study,freq,318,Grouped,dppos
MARD,study,proportion,12.5,Grouped,jhs
MARD,study,freq,57,Grouped,jhs
MARD,study,proportion,14.473684210526315,Grouped,mesa
MARD,study,freq,66,Grouped,mesa
MOD,study,proportion,9.71563981042654,Grouped,cardia
MOD,study,freq,82,Grouped,cardia
MOD,study,proportion,74.5260663507109,Grouped,dppos
MOD,study,freq,629,Grouped,dppos
MOD,study,proportion,14.218009478672986,Grouped,jhs
MOD,study,freq,120,Grouped,jhs
MOD,study,proportion,1.5402843601895735,Grouped,mesa
MOD,study,freq,13,Grouped,mesa
NOT2D,study,proportion,28.645575877409787,Grouped,cardia
NOT2D,study,freq,2318,Grouped,cardia
NOT2D,study,proportion,15.83044982698962,Grouped,dppos
NOT2D,study,freq,1281,Grouped,dppos
NOT2D,study,proportion,14.58230350963915,Grouped,jhs
NOT2D,study,freq,1180,Grouped,jhs
NOT2D,study,proportion,40.94167078596144,Grouped,mesa
NOT2D,study,freq,3313,Grouped,mesa
SIDD,study,proportion,17.857142857142858,Grouped,cardia
SIDD,study,freq,5,Grouped,cardia
SIDD,study,proportion,14.285714285714286,Grouped,dppos
SIDD,study,freq,4,Grouped,dppos
SIDD,study,proportion,32.142857142857146,Grouped,jhs
SIDD,study,freq,9,Grouped,jhs
SIDD,study,proportion,35.714285714285715,Grouped,mesa
SIDD,study,freq,10,Grouped,mesa
SIRD,study,proportion,25.726141078838175,Grouped,dppos
SIRD,study,freq,62,Grouped,dppos
SIRD,study,proportion,0.4149377593360996,Grouped,jhs
SIRD,study,freq,1,Grouped,jhs
SIRD,study,proportion,73.85892116182572,Grouped,mesa
SIRD,study,freq,178,Grouped,mesa
Total,study,proportion,25.049166752924126,Grouped,cardia
Total,study,freq,2420,Grouped,cardia
Total,study,proportion,23.744953938515682,Grouped,dppos
Total,study,freq,2294,Grouped,dppos
Total,study,proportion,14.149673946796398,Grouped,jhs
Total,study,freq,1367,Grouped,jhs
Total,study,proportion,37.056205361763794,Grouped,mesa
Total,study,freq,3580,Grouped,mesa
MARD,race,proportion,11.403508771929825,Grouped,Hispanic
MARD,race,freq,52,Grouped,Hispanic
MARD,race,proportion,34.21052631578947,Grouped,NH Black
MARD,race,freq,156,Grouped,NH Black
MARD,race,proportion,4.824561403508772,Grouped,NH Other
MARD,race,freq,22,Grouped,NH Other
MARD,race,proportion,45.39473684210526,Grouped,NH White
MARD,race,freq,207,Grouped,NH White
MARD,race,proportion,4.166666666666667,Grouped,Other
MARD,race,freq,19,Grouped,Other
MOD,race,proportion,12.440758293838863,Grouped,Hispanic
MOD,race,freq,105,Grouped,Hispanic
MOD,race,proportion,41.943127962085306,Grouped,NH Black
MOD,race,freq,354,Grouped,NH Black
MOD,race,proportion,3.080568720379147,Grouped,NH Other
MOD,race,freq,26,Grouped,NH Other
MOD,race,proportion,42.41706161137441,Grouped,NH White
MOD,race,freq,358,Grouped,NH White
MOD,race,proportion,0.11848341232227488,Grouped,Other
MOD,race,freq,1,Grouped,Other
NOT2D,race,proportion,10.912011863568956,Grouped,Hispanic
NOT2D,race,freq,883,Grouped,Hispanic
NOT2D,race,proportion,36.85121107266436,Grouped,NH Black
NOT2D,race,freq,2982,Grouped,NH Black
NOT2D,race,proportion,0.7661888284725655,Grouped,NH Other
NOT2D,race,freq,62,Grouped,NH Other
NOT2D,race,proportion,46.82402372713791,Grouped,NH White
NOT2D,race,freq,3789,Grouped,NH White
NOT2D,race,proportion,4.646564508156204,Grouped,Other
NOT2D,race,freq,376,Grouped,Other
SIDD,race,proportion,28.571428571428573,Grouped,Hispanic
SIDD,race,freq,8,Grouped,Hispanic
SIDD,race,proportion,57.142857142857146,Grouped,NH Black
SIDD,race,freq,16,Grouped,NH Black
SIDD,race,proportion,10.714285714285714,Grouped,NH White
SIDD,race,freq,3,Grouped,NH White
SIDD,race,proportion,3.5714285714285716,Grouped,Other
SIDD,race,freq,1,Grouped,Other
SIRD,race,proportion,26.141078838174273,Grouped,Hispanic
SIRD,race,freq,63,Grouped,Hispanic
SIRD,race,proportion,28.630705394190873,Grouped,NH Black
SIRD,race,freq,69,Grouped,NH Black
SIRD,race,proportion,1.2448132780082988,Grouped,NH Other
SIRD,race,freq,3,Grouped,NH Other
SIRD,race,proportion,33.60995850622407,Grouped,NH White
SIRD,race,freq,81,Grouped,NH White
SIRD,race,proportion,10.37344398340249,Grouped,Other
SIRD,race,freq,25,Grouped,Other
Total,race,proportion,11.499844736569713,Grouped,Hispanic
Total,race,freq,1111,Grouped,Hispanic
Total,race,proportion,37.02515267570645,Grouped,NH Black
Total,race,freq,3577,Grouped,NH Black
Total,race,proportion,1.1696511748266225,Grouped,NH Other
Total,race,freq,113,Grouped,NH Other
Total,race,proportion,45.937273574164166,Grouped,NH White
Total,race,freq,4438,Grouped,NH White
Total,race,proportion,4.3680778387330506,Grouped,Other
Total,race,freq,422,Grouped,Other
MARD,smoking,proportion,1.3157894736842106,Grouped,Current
MARD,smoking,freq,6,Grouped,Current
MARD,smoking,proportion,7.456140350877193,Grouped,Former
MARD,smoking,freq,34,Grouped,Former
MARD,smoking,proportion,91.2280701754386,Grouped,Never
MARD,smoking,freq,416,Grouped,Never
MOD,smoking,proportion,0.9478672985781991,Grouped,Former
MOD,smoking,freq,8,Grouped,Former
MOD,smoking,proportion,99.0521327014218,Grouped,Never
MOD,smoking,freq,836,Grouped,Never
NOT2D,smoking,proportion,3.0153237765694514,Grouped,Current
NOT2D,smoking,freq,244,Grouped,Current
NOT2D,smoking,proportion,19.327731092436974,Grouped,Former
NOT2D,smoking,freq,1564,Grouped,Former
NOT2D,smoking,proportion,77.65694513099358,Grouped,Never
NOT2D,smoking,freq,6284,Grouped,Never
SIDD,smoking,proportion,10.714285714285714,Grouped,Current
SIDD,smoking,freq,3,Grouped,Current
SIDD,smoking,proportion,3.5714285714285716,Grouped,Former
SIDD,smoking,freq,1,Grouped,Former
SIDD,smoking,proportion,85.71428571428571,Grouped,Never
SIDD,smoking,freq,24,Grouped,Never
SIRD,smoking,proportion,6.639004149377594,Grouped,Current
SIRD,smoking,freq,16,Grouped,Current
SIRD,smoking,proportion,30.29045643153527,Grouped,Former
SIRD,smoking,freq,73,Grouped,Former
SIRD,smoking,proportion,63.07053941908714,Grouped,Never
SIRD,smoking,freq,152,Grouped,Never
Total,smoking,proportion,2.7843908498085086,Grouped,Current
Total,smoking,freq,269,Grouped,Current
Total,smoking,proportion,17.389504192112618,Grouped,Former
Total,smoking,freq,1680,Grouped,Former
Total,smoking,proportion,79.82610495807887,Grouped,Never
Total,smoking,freq,7712,Grouped,Never
